Size Level.sav: 47488751 bytes
Now checking the data...
Now counting pals...
Now populating the information...
Inactive Guild: Unnamed Guild | Guild ID: e1e17eca-4260-9ba2-6360-8c9fd0b651dc | Reason: No players found.

Guild: Unnamed Guild | Guild Leader: TwiTwi | Guild ID: 21ccc8f1-4c37-e910-c09b-4999a13a7516
Base Locations: 0
Guild Players: 1
Player: TwiTwi | UID: d023c565-0000-0000-0000-000000000000 | Level: 0 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-14 07:40:57 (9d:22h:5m:22s ago)

Guild: Unnamed Guild | Guild Leader: Kimori | Guild ID: ac16e99b-43c1-5208-e8ce-3d908e495e33
Base Locations: 0
Guild Players: 1
Player: Kimori | UID: 6a76ebfa-0000-0000-0000-000000000000 | Level: 0 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-14 17:33:52 (9d:12h:12m:27s ago)

Guild: Unnamed Guild | Guild Leader: Jane | Guild ID: b923139c-4c84-1b8e-3a35-9c85f79e21ac
Base Locations: 0
Guild Players: 1
Player: Jane | UID: 12dc8ce8-0000-0000-0000-000000000000 | Level: 4 | Caught: 2 | Owned: 2 | Encounters: 1 | Uniques: 1 | Last Online: 2024-09-14 12:58:33 (9d:16h:47m:46s ago)

Guild: Unnamed Guild | Guild Leader: Aya | Guild ID: 1471524a-4534-98ef-6f5b-dabbfa55bdee
Base Locations: 0
Guild Players: 1
Player: Aya | UID: 6af588c8-0000-0000-0000-000000000000 | Level: 2 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-14 09:58:23 (9d:19h:47m:56s ago)

Guild: Unnamed Guild | Guild Leader: Nemi | Guild ID: 7dc3a9e5-4bfe-f78f-5dda-5dbb4fe63b47
Base Locations: 0
Guild Players: 1
Player: Nemi | UID: 4d33878c-0000-0000-0000-000000000000 | Level: 2 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-14 11:51:58 (9d:17h:54m:21s ago)

Guild: Unnamed Guild | Guild Leader: Buddy Palzord | Guild ID: 233d131a-44a9-83b4-6484-c6b6245dae61
Base Locations: 0
Guild Players: 1
Player: Buddy Palzord | UID: 0c9a4daa-0000-0000-0000-000000000000 | Level: 2 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-14 22:44:55 (9d:7h:1m:24s ago)

Guild: Unnamed Guild | Guild Leader: Sofaking_White | Guild ID: 67c3ef1d-44da-a2e0-4cd3-f09dfa1519f0
Base Locations: 0
Guild Players: 1
Player: Sofaking_White | UID: 2379e82e-0000-0000-0000-000000000000 | Level: 0 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-14 22:22:12 (9d:7h:24m:7s ago)

Guild: Unnamed Guild | Guild Leader: PalBal | Guild ID: bdd51fc9-456e-497d-ed12-e8aa2949db0d
Base Locations: 0
Guild Players: 1
Player: PalBal | UID: 5020ac37-0000-0000-0000-000000000000 | Level: 2 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-14 13:15:43 (9d:16h:30m:36s ago)

Guild: Unnamed Guild | Guild Leader: DeadCash | Guild ID: 8ca4069f-4e0d-26eb-0cd4-378b5f3f948e
Base Locations: 0
Guild Players: 1
Player: DeadCash | UID: d59b587c-0000-0000-0000-000000000000 | Level: 2 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-14 16:27:14 (9d:13h:19m:5s ago)

Guild: Unnamed Guild | Guild Leader: Dionisis Greece | Guild ID: 66afa8b9-4306-7ee4-9f76-a39a9f2b28dc
Base Locations: 0
Guild Players: 1
Player: Dionisis Greece | UID: aa5d14b2-0000-0000-0000-000000000000 | Level: 6 | Caught: 9 | Owned: 9 | Encounters: 7 | Uniques: 7 | Last Online: 2024-09-23 18:10:18 (11h:36m:1s ago)

Guild: Unnamed Guild | Guild Leader: FreshJr | Guild ID: d93453c3-436e-204e-a7db-9b9147f7cb53
Base Locations: 0
Guild Players: 1
Player: FreshJr | UID: cdf4665c-0000-0000-0000-000000000000 | Level: 2 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-14 16:26:38 (9d:13h:19m:41s ago)

Guild: Unnamed Guild | Guild Leader: Caskets | Guild ID: 97410265-4df9-3a8d-d779-069301f03d19
Base Locations: 0
Guild Players: 1
Player: Caskets | UID: 1c0e2b16-0000-0000-0000-000000000000 | Level: 4 | Caught: 1 | Owned: 1 | Encounters: 1 | Uniques: 1 | Last Online: 2024-09-14 20:31:10 (9d:9h:15m:9s ago)

Guild: Unnamed Guild | Guild Leader: HeeroYuy | Guild ID: a2092ee0-4954-4d0a-5f01-48b6a4638e75
Base Locations: 0
Guild Players: 1
Player: HeeroYuy | UID: 3311aaa7-0000-0000-0000-000000000000 | Level: 2 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-15 00:10:34 (9d:5h:35m:45s ago)

Guild: Unnamed Guild | Guild Leader: DixonCyder | Guild ID: 379bc805-4b90-d785-e107-cf9b49776191
Base Locations: 0
Guild Players: 1
Player: DixonCyder | UID: 7202543e-0000-0000-0000-000000000000 | Level: 2 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-14 18:43:44 (9d:11h:2m:35s ago)

Guild: Unnamed Guild | Guild Leader: NahNotMe | Guild ID: ada8fcc3-4ffe-1c52-0b06-809b9ed910fd
Base Locations: 0
Guild Players: 1
Player: NahNotMe | UID: 174e2c42-0000-0000-0000-000000000000 | Level: 2 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-14 22:10:57 (9d:7h:35m:22s ago)

Guild: Unnamed Guild | Guild Leader: TATYANA | Guild ID: e9b0ecbc-4d5c-e9b8-2d2a-86ad90d7fecd
Base Locations: 0
Guild Players: 1
Player: TATYANA | UID: e883fb50-0000-0000-0000-000000000000 | Level: 2 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-14 21:03:55 (9d:8h:42m:24s ago)

Guild: Unnamed Guild | Guild Leader: Franky | Guild ID: e443d9a4-4a38-cd92-68e8-c6b517cd8c7a
Base Locations: 0
Guild Players: 1
Player: Franky | UID: 7d58fa40-0000-0000-0000-000000000000 | Level: 2 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-22 00:16:11 (2d:5h:30m:8s ago)

Guild: Unnamed Guild | Guild Leader: Fried Grits | Guild ID: 159c039c-404e-a75c-5f52-f09ef86512ca
Base Locations: 0
Guild Players: 1
Player: Fried Grits | UID: 1ec95ad8-0000-0000-0000-000000000000 | Level: 0 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-14 20:36:09 (9d:9h:10m:10s ago)

Guild: Unnamed Guild | Guild Leader: slumkingmalc | Guild ID: 0dc293cf-4b26-f74e-dbaa-3fba64806bf9
Base Locations: 1
Base 1: -314, -12
Guild Players: 1
Player: slumkingmalc | UID: be1164e3-0000-0000-0000-000000000000 | Level: 5 | Caught: 5 | Owned: 3 | Encounters: 4 | Uniques: 4 | Last Online: 2024-09-14 21:13:49 (9d:8h:32m:30s ago)

Guild: Unnamed Guild | Guild Leader: Василич | Guild ID: 6a9b7d66-4492-bd67-83b0-b9a3f9fd4b38
Base Locations: 1
Base 1: 132, -446
Guild Players: 1
Player: Василич | UID: 249508e7-0000-0000-0000-000000000000 | Level: 3 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-15 03:37:12 (9d:2h:9m:7s ago)

Guild: Unnamed Guild | Guild Leader: Giuseppe | Guild ID: c77907d4-46f6-6b00-2c93-dc92f0d85cef
Base Locations: 0
Guild Players: 1
Player: Giuseppe | UID: eb2140d1-0000-0000-0000-000000000000 | Level: 0 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-15 05:02:30 (9d:43m:49s ago)

Guild: Unnamed Guild | Guild Leader: *Zeroskill* | Guild ID: e382dd0c-4f8d-27d8-440e-6780a914dd19
Base Locations: 0
Guild Players: 1
Player: *Zeroskill* | UID: 08a7a4bd-0000-0000-0000-000000000000 | Level: 2 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-15 03:50:28 (9d:1h:55m:51s ago)

Guild: Unnamed Guild | Guild Leader: RubyIsLove | Guild ID: a0517170-4638-d671-c415-3e900eced7d2
Base Locations: 0
Guild Players: 1
Player: RubyIsLove | UID: 96b24afd-0000-0000-0000-000000000000 | Level: 5 | Caught: 4 | Owned: 4 | Encounters: 3 | Uniques: 3 | Last Online: 2024-09-16 23:49:38 (7d:5h:56m:41s ago)

Guild: Unnamed Guild | Guild Leader: Boboshwitz | Guild ID: a9c11c44-4311-43e2-3685-969cb0fc7e6a
Base Locations: 1
Base 1: -357, -116
Guild Players: 1
Player: Boboshwitz | UID: b42d567a-0000-0000-0000-000000000000 | Level: 29 | Caught: 232 | Owned: 216 | Encounters: 62 | Uniques: 62 | Last Online: 2024-09-20 04:18:17 (4d:1h:28m:2s ago)

Guild: Unnamed Guild | Guild Leader: LESNAR1997 | Guild ID: 5b88d685-4447-279d-86ef-768639d0e0db
Base Locations: 0
Guild Players: 1
Player: LESNAR1997 | UID: 9904cf58-0000-0000-0000-000000000000 | Level: 2 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-15 20:58:20 (8d:8h:47m:59s ago)

Guild: Unnamed Guild | Guild Leader: Blunt Slut Bea | Guild ID: 860b7d6d-42d6-9a3f-0c02-d0af83dae74d
Base Locations: 0
Guild Players: 1
Player: Blunt Slut Bea | UID: 19e2fcfa-0000-0000-0000-000000000000 | Level: 0 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-15 18:25:56 (8d:11h:20m:23s ago)

Guild: Unnamed Guild | Guild Leader: Parrylord | Guild ID: 4e43a957-40e8-f0b2-c7bf-a7b68179bba2
Base Locations: 0
Guild Players: 1
Player: Parrylord | UID: abb82145-0000-0000-0000-000000000000 | Level: 5 | Caught: 4 | Owned: 4 | Encounters: 3 | Uniques: 3 | Last Online: 2024-09-15 18:04:57 (8d:11h:41m:22s ago)

Guild: Unnamed Guild | Guild Leader: cn   no1 | Guild ID: f611dd7f-4c5e-e108-8a41-96a92c03c0ab
Base Locations: 0
Guild Players: 1
Player: cn   no1 | UID: 4e31ec88-0000-0000-0000-000000000000 | Level: 0 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-15 12:45:24 (8d:17h:55s ago)

Guild: Unnamed Guild | Guild Leader: Barhatny | Guild ID: ae5dc02d-4844-08d7-b0e2-83b3ea3593c5
Base Locations: 0
Guild Players: 1
Player: Barhatny | UID: 6978f25e-0000-0000-0000-000000000000 | Level: 2 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-15 15:29:37 (8d:14h:16m:42s ago)

Guild: Unnamed Guild | Guild Leader: S3bas099 | Guild ID: c4192cac-4e6b-1180-b184-8f8f63366574
Base Locations: 0
Guild Players: 1
Player: S3bas099 | UID: 2c220225-0000-0000-0000-000000000000 | Level: 2 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-15 20:34:50 (8d:9h:11m:29s ago)

Guild: Unnamed Guild | Guild Leader: Detaeon | Guild ID: 2dd62078-487f-a859-c8e8-c5874070aaa3
Base Locations: 0
Guild Players: 1
Player: Detaeon | UID: 4272d56b-0000-0000-0000-000000000000 | Level: 2 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-15 16:00:59 (8d:13h:45m:20s ago)

Guild: Unnamed Guild | Guild Leader: Paladin | Guild ID: 80262860-4325-1133-2bc6-17b6432375aa
Base Locations: 0
Guild Players: 1
Player: Paladin | UID: 640b6089-0000-0000-0000-000000000000 | Level: 2 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-16 01:02:53 (8d:4h:43m:26s ago)

Guild: Unnamed Guild | Guild Leader: BoxxNinj4 | Guild ID: db804c17-4b62-4944-c24e-a78d29492deb
Base Locations: 0
Guild Players: 1
Player: BoxxNinj4 | UID: 313be53b-0000-0000-0000-000000000000 | Level: 3 | Caught: 1 | Owned: 1 | Encounters: 1 | Uniques: 1 | Last Online: 2024-09-15 23:41:23 (8d:6h:4m:56s ago)

Guild: Unnamed Guild | Guild Leader: VietNam Girl | Guild ID: 45bb6fef-4190-be5c-d8db-b8bb58b8a1a5
Base Locations: 0
Guild Players: 1
Player: VietNam Girl | UID: 2122189c-0000-0000-0000-000000000000 | Level: 4 | Caught: 3 | Owned: 3 | Encounters: 3 | Uniques: 3 | Last Online: 2024-09-16 10:49:12 (7d:18h:57m:7s ago)

Guild: Unnamed Guild | Guild Leader: PalMaster | Guild ID: 6315731a-46b1-61fc-8268-42901bd1d59d
Base Locations: 0
Guild Players: 1
Player: PalMaster | UID: 0a5d218b-0000-0000-0000-000000000000 | Level: 2 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-16 08:50:17 (7d:20h:56m:2s ago)

Guild: Unnamed Guild | Guild Leader: Solstice | Guild ID: fedfe479-4f03-a7fa-f21c-088dfae67ede
Base Locations: 1
Base 1: 62, -435
Guild Players: 1
Player: Solstice | UID: 717bc5eb-0000-0000-0000-000000000000 | Level: 6 | Caught: 7 | Owned: 5 | Encounters: 6 | Uniques: 6 | Last Online: 2024-09-17 00:13:05 (7d:5h:33m:14s ago)

Guild: Unnamed Guild | Guild Leader: Remdra | Guild ID: cb5a1896-4577-ef5e-28e8-c88066f3610c
Base Locations: 0
Guild Players: 1
Player: Remdra | UID: de871c21-0000-0000-0000-000000000000 | Level: 2 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-16 14:26:11 (7d:15h:20m:8s ago)

Guild: Unnamed Guild | Guild Leader: Balder | Guild ID: fdc9dcfd-4b3b-44f0-c7da-62bd7ba9e66b
Base Locations: 0
Guild Players: 1
Player: Balder | UID: 8d1c33c2-0000-0000-0000-000000000000 | Level: 3 | Caught: 1 | Owned: 1 | Encounters: 1 | Uniques: 1 | Last Online: 2024-09-16 18:48:04 (7d:10h:58m:15s ago)

Guild: Unnamed Guild | Guild Leader: Vesiereth | Guild ID: dbf70cc4-4936-5d4d-7e86-7da7e99aff92
Base Locations: 1
Base 1: -49, -412
Guild Players: 1
Player: Vesiereth | UID: 6ada7be5-0000-0000-0000-000000000000 | Level: 17 | Caught: 66 | Owned: 39 | Encounters: 35 | Uniques: 35 | Last Online: 2024-09-19 17:37:54 (4d:12h:8m:25s ago)

Guild: Unnamed Guild | Guild Leader: Midas | Guild ID: 9f8f9eb1-49b6-f33e-9cbb-57a798343c70
Base Locations: 0
Guild Players: 1
Player: Midas | UID: 5efeb22f-0000-0000-0000-000000000000 | Level: 3 | Caught: 2 | Owned: 2 | Encounters: 2 | Uniques: 2 | Last Online: 2024-09-16 20:20:54 (7d:9h:25m:25s ago)

Guild: Unnamed Guild | Guild Leader: Pepsi | Guild ID: b8a7515e-4ef5-39c4-2c0a-4ab82958c014
Base Locations: 0
Guild Players: 1
Player: Pepsi | UID: 904b70ce-0000-0000-0000-000000000000 | Level: 0 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-16 23:00:00 (7d:6h:46m:19s ago)

Guild: Unnamed Guild | Guild Leader: goku calvo | Guild ID: cb561419-470d-136f-f83d-529f15d9ee78
Base Locations: 0
Guild Players: 1
Player: goku calvo | UID: d4a4850e-0000-0000-0000-000000000000 | Level: 3 | Caught: 1 | Owned: 1 | Encounters: 1 | Uniques: 1 | Last Online: 2024-09-16 18:09:11 (7d:11h:37m:8s ago)

Guild: Unnamed Guild | Guild Leader: Mixologist | Guild ID: c833ec6c-4741-0e7b-4196-93880325aae0
Base Locations: 0
Guild Players: 1
Player: Mixologist | UID: 5c3045c1-0000-0000-0000-000000000000 | Level: 5 | Caught: 8 | Owned: 8 | Encounters: 4 | Uniques: 4 | Last Online: 2024-09-16 23:29:48 (7d:6h:16m:31s ago)

Guild: Unnamed Guild | Guild Leader: °•.Ĥîﻯõķã.•° | Guild ID: 47998bd4-4649-d35a-5a5b-1d9ffd91fa30
Base Locations: 0
Guild Players: 1
Player: °•.Ĥîﻯõķã.•° | UID: 9d8c0f4b-0000-0000-0000-000000000000 | Level: 2 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-16 18:46:11 (7d:11h:8s ago)

Guild: Unnamed Guild | Guild Leader: Slender Gurl | Guild ID: f905c1d9-4f2c-150f-f0ea-2d98a8683cc9
Base Locations: 0
Guild Players: 1
Player: Slender Gurl | UID: 30c5d0bb-0000-0000-0000-000000000000 | Level: 0 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-16 19:11:21 (7d:10h:34m:58s ago)

Guild: Unnamed Guild | Guild Leader: prxxston | Guild ID: 35ef93e0-4aa4-8020-bba2-219f1b4abb70
Base Locations: 0
Guild Players: 1
Player: prxxston | UID: b34517f7-0000-0000-0000-000000000000 | Level: 2 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-16 23:00:22 (7d:6h:45m:57s ago)

Guild: Unnamed Guild | Guild Leader: 2High2Cry | Guild ID: ab30ffde-49c6-f197-cdc2-508dd3a21ce0
Base Locations: 0
Guild Players: 1
Player: 2High2Cry | UID: 35dc4bf0-0000-0000-0000-000000000000 | Level: 2 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-16 16:06:14 (7d:13h:40m:5s ago)

Guild: Unnamed Guild | Guild Leader: spice ice | Guild ID: a35f28e3-457a-358c-d410-5e88586e8e54
Base Locations: 0
Guild Players: 1
Player: spice ice | UID: 7442c151-0000-0000-0000-000000000000 | Level: 2 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-16 16:16:12 (7d:13h:30m:8s ago)

Guild: Unnamed Guild | Guild Leader: Oreo | Guild ID: 0f7fa028-4a71-79bc-a026-ddb6a6390355
Base Locations: 0
Guild Players: 1
Player: Oreo | UID: c114f307-0000-0000-0000-000000000000 | Level: 2 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-22 20:23:05 (1d:9h:23m:14s ago)

Guild: Unnamed Guild | Guild Leader: Dani | Guild ID: 6e0a1413-4bf3-8205-2677-46a0374737ca
Base Locations: 0
Guild Players: 1
Player: Dani | UID: f1a1a337-0000-0000-0000-000000000000 | Level: 0 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-23 02:40:57 (1d:3h:5m:22s ago)

Guild: Unnamed Guild | Guild Leader: ProphetOfDoom05 | Guild ID: 6d15f3e6-4d07-a6fa-f23e-64b86f5e16cc
Base Locations: 0
Guild Players: 1
Player: ProphetOfDoom05 | UID: e334a0cf-0000-0000-0000-000000000000 | Level: 0 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-17 00:07:01 (7d:5h:39m:18s ago)

Guild: Unnamed Guild | Guild Leader: WELOVEBANDITO | Guild ID: d9160fea-4157-da9d-bc90-0d939fa05cd9
Base Locations: 0
Guild Players: 1
Player: WELOVEBANDITO | UID: 009eb4f4-0000-0000-0000-000000000000 | Level: 2 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-17 07:27:05 (6d:22h:19m:14s ago)

Guild: Unnamed Guild | Guild Leader: Ladelle | Guild ID: 5ed0cf3c-48cf-b8a9-adb1-d99350cd6c65
Base Locations: 0
Guild Players: 1
Player: Ladelle | UID: 6f105d3f-0000-0000-0000-000000000000 | Level: 5 | Caught: 4 | Owned: 4 | Encounters: 4 | Uniques: 4 | Last Online: 2024-09-17 01:51:22 (7d:3h:54m:57s ago)

Guild: Unnamed Guild | Guild Leader: Lifmunkman | Guild ID: 3e71f6f2-4ae5-ca5f-a9d9-4393dd544162
Base Locations: 1
Base 1: 422, -186
Guild Players: 1
Player: Lifmunkman | UID: 6834c05d-0000-0000-0000-000000000000 | Level: 11 | Caught: 30 | Owned: 20 | Encounters: 17 | Uniques: 17 | Last Online: 2024-09-19 15:10:24 (4d:14h:35m:55s ago)

Guild: Unnamed Guild | Guild Leader: loser | Guild ID: e3abd8aa-481f-88bf-eddd-aa88051b86df
Base Locations: 0
Guild Players: 1
Player: loser | UID: 0aaa44b5-0000-0000-0000-000000000000 | Level: 0 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-17 14:08:09 (6d:15h:38m:10s ago)

Guild: Unnamed Guild | Guild Leader: Severyn | Guild ID: 345c169c-4ca0-e4a6-8cb2-59b66d1d7723
Base Locations: 0
Guild Players: 1
Player: Severyn | UID: 47f786c0-0000-0000-0000-000000000000 | Level: 5 | Caught: 4 | Owned: 4 | Encounters: 3 | Uniques: 3 | Last Online: 2024-09-17 14:37:54 (6d:15h:8m:25s ago)

Guild: Unnamed Guild | Guild Leader: Riku | Guild ID: 0a1d8215-4983-2322-b5e4-6388e8801ce8
Base Locations: 0
Guild Players: 1
Player: Riku | UID: a18d949e-0000-0000-0000-000000000000 | Level: 2 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-17 08:51:28 (6d:20h:54m:51s ago)

Guild: Unnamed Guild | Guild Leader: OrangeGor | Guild ID: 6c90bb04-4d73-34f1-6c3e-26acce334e78
Base Locations: 0
Guild Players: 1
Player: OrangeGor | UID: b40de5b6-0000-0000-0000-000000000000 | Level: 0 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-17 06:37:02 (6d:23h:9m:17s ago)

Guild: Unnamed Guild | Guild Leader: 叶小希 | Guild ID: d4f665d9-4262-fc6c-53dc-3a981614d355
Base Locations: 0
Guild Players: 1
Player: 叶小希 | UID: 7a1d3b1a-0000-0000-0000-000000000000 | Level: 0 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-17 10:24:02 (6d:19h:22m:17s ago)

Guild: Unnamed Guild | Guild Leader: ph | Guild ID: 708b2582-4c4b-e87b-a4ae-419cd6a206b3
Base Locations: 0
Guild Players: 1
Player: ph | UID: 894efc33-0000-0000-0000-000000000000 | Level: 2 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-17 01:04:54 (7d:4h:41m:25s ago)

Guild: Unnamed Guild | Guild Leader: Onlysins | Guild ID: 6cbaf0d9-40c9-1bdd-f263-67b0d9674394
Base Locations: 0
Guild Players: 1
Player: Onlysins | UID: 680cea5c-0000-0000-0000-000000000000 | Level: 3 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-19 01:38:09 (5d:4h:8m:10s ago)

Guild: Unnamed Guild | Guild Leader: bonx | Guild ID: 18dd0eb7-4bb7-b36f-25f6-399daa12cda5
Base Locations: 0
Guild Players: 1
Player: bonx | UID: f5f02da6-0000-0000-0000-000000000000 | Level: 2 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-17 06:00:23 (6d:23h:45m:56s ago)

Guild: Unnamed Guild | Guild Leader: Snomy | Guild ID: de104d77-4af5-325b-d69e-ea85a5f74bc1
Base Locations: 0
Guild Players: 1
Player: Snomy | UID: 9e9a1818-0000-0000-0000-000000000000 | Level: 0 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-17 15:09:12 (6d:14h:37m:7s ago)

Guild: Unnamed Guild | Guild Leader: T.Tv-TitanFang58 | Guild ID: 44d9cc29-4c31-a86d-06cc-a39c968cbe1f
Base Locations: 1
Base 1: -91, 239
Guild Players: 1
Player: T.Tv-TitanFang58 | UID: d825c2b9-0000-0000-0000-000000000000 | Level: 10 | Caught: 7 | Owned: 7 | Encounters: 7 | Uniques: 7 | Last Online: 2024-09-18 01:30:17 (6d:4h:16m:2s ago)

Guild: Unnamed Guild | Guild Leader: Jun | Guild ID: 42e0c40d-47d4-2336-05f2-229716a89804
Base Locations: 1
Base 1: -251, -460
Guild Players: 1
Player: Jun | UID: daa25ab5-0000-0000-0000-000000000000 | Level: 21 | Caught: 105 | Owned: 90 | Encounters: 53 | Uniques: 53 | Last Online: 2024-09-18 09:58:22 (5d:19h:47m:57s ago)

Guild: Unnamed Guild | Guild Leader: Max Bashem | Guild ID: dd98c678-4960-65b1-d1f3-42b54951a898
Base Locations: 0
Guild Players: 1
Player: Max Bashem | UID: 7456ad3e-0000-0000-0000-000000000000 | Level: 3 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-17 06:50:23 (6d:22h:55m:56s ago)

Guild: Unnamed Guild | Guild Leader: Alonse | Guild ID: 9601c2f0-48aa-cab9-099c-8190960989ce
Base Locations: 0
Guild Players: 1
Player: Alonse | UID: d5a45ff9-0000-0000-0000-000000000000 | Level: 0 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-17 17:01:22 (6d:12h:44m:57s ago)

Guild: Unnamed Guild | Guild Leader: owleluna | Guild ID: 960283d1-4f95-b443-bcb7-af8b07aac0b5
Base Locations: 0
Guild Players: 1
Player: owleluna | UID: dda1c1b7-0000-0000-0000-000000000000 | Level: 3 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-17 14:46:54 (6d:14h:59m:25s ago)

Guild: Unnamed Guild | Guild Leader: 22 LR | Guild ID: c5ad7bd0-4b0b-9607-b99a-c78c0579fa47
Base Locations: 0
Guild Players: 1
Player: 22 LR | UID: bcc2bd8c-0000-0000-0000-000000000000 | Level: 4 | Caught: 6 | Owned: 6 | Encounters: 3 | Uniques: 3 | Last Online: 2024-09-17 13:15:58 (6d:16h:30m:21s ago)

Guild: Unnamed Guild | Guild Leader: Crim | Guild ID: c9135bfa-483d-c07c-a7bb-409965e917c2
Base Locations: 0
Guild Players: 1
Player: Crim | UID: 336f2842-0000-0000-0000-000000000000 | Level: 2 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-17 16:50:26 (6d:12h:55m:53s ago)

Guild: Unnamed Guild | Guild Leader: xFall0uT | Guild ID: e6dec5cf-44f8-4085-cd61-d69db8bd4857
Base Locations: 0
Guild Players: 1
Player: xFall0uT | UID: d59d4e53-0000-0000-0000-000000000000 | Level: 0 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-09-17 14:05:15 (6d:15h:41m:4s ago)

Guild: Unnamed Guild | Guild Leader: Lourão | Guild ID: 1d3fb832-4f11-c40a-363a-a8a10c3077d9
Base Locations: 0
Guild Players: 1
Player: Lourão | UID: ea81843a-0000-0000-0000-000000000000 | Level: 5 | Caught: 7 | Owned: 5 | Encounters: 2 | Uniques: 2 | Last Online: 2024-09-18 12:44:42 (5d:17h:1m:37s ago)

Guild: Unnamed Guild | Guild Leader: Douwe1812 | Guild ID: d1969159-4509-84d1-e768-36baad9f79bb
Base Locations: 0
Guild Players: 1
